ID	ZT00	ZT06	ZT12	ZT18
FBgn0037445	6.591	6.074	4.25	6.117
FBgn0037446	9.244	9.644	10.763	10.269
FBgn0037446	9.223	10.599	9.941	10.79
FBgn0037446	9.021	9.659	10.801	10.243
FBgn0037448	5.512	10.352	3.735	6.554
FBgn0037448	12.411	6.656	4.382	7.877
FBgn0037449	0.375	0	0.282	0.387
FBgn0037455	0.679	1.099	5.449	0.717
FBgn0037456	0.613	1.094	0.188	0.181
FBgn0037460	1.584	1.433	5.296	14.012
FBgn0037462	0.716	0.639	1.189	0.276
FBgn0037463	2.235	20.336	3.541	3.241
FBgn0037464	3.574	12.452	2.268	2.755
FBgn0037465	23.603	27.38	31.475	27.97
FBgn0037466	7.561	7.823	7.236	8.817
FBgn0037466	8.01	7.658	8.996	7.366
FBgn0037466	7.378	8.008	9.01	7.67
FBgn0037467	9.369	11.911	12.872	13.109
FBgn0037467	11.545	12.456	9.055	12.739
FBgn0037468	173.166	94.714	127.75	119.156
FBgn0037468	95.24	119.809	174.249	128.658
FBgn0037468	115.571	107.31	84.815	152.826
FBgn0037469	14.952	22.893	18.38	22.539
FBgn0037470	30.295	28.72	35.901	26.594
FBgn0037475	0.454	0.058	0.156	0.181
FBgn0037478	12.297	11.496	11.361	12.718
FBgn0037485	2.569	0.088	0.501	0.164
FBgn0037485	2.656	0.424	0.17	0.091
FBgn0037486	4.034	0.577	1.481	0.81
FBgn0037487	0.567	0.76	1.153	0.932
FBgn0037488	0.061	0.387	0.086	0.671
FBgn0037490	6.224	5.229	4.231	5.478
FBgn0037491	6.205	7.472	6.856	6.536
FBgn0037500	9.095	1.308	1.974	1.008
FBgn0037502	0.911	0.293	0.555	0.387
FBgn0037512	2.585	1.068	0.139	0.475
FBgn0037514	1.749	0.643	8.289	0.911
FBgn0037515	12.538	13.716	22.476	10.654
FBgn0037515	11.162	13.113	14.371	23.55
FBgn0037516	0.436	0.763	0.989	2.198
FBgn0037517	0.265	0.818	0.135	9.214
FBgn0037520	5.061	0.03	0.158	0.489
FBgn0037521	0.689	1.081	1.366	0.877
FBgn0037521	0.703	0.886	1.34	1.074
FBgn0037525	0.65	0.735	0.731	0.766
FBgn0037525	0.671	0.606	0.586	0.442
FBgn0037525	0.5	0.752	0.307	0.633
FBgn0037526	7.998	7.929	7.973	7.362
FBgn0037526	3.982	4.301	3.782	3.53
FBgn0037531	0.853	0.691	1.349	0.669
FBgn0037533	93.557	96.377	75.106	83.518
FBgn0037534	14.281	19.571	19.016	9.652
FBgn0037536	38.955	36.772	36.518	39.361
FBgn0037536	39.076	36.898	39.377	36.553
FBgn0037536	36.942	39.168	39.407	36.693
FBgn0037541	8.467	7.548	9.323	8.46
FBgn0037541	8.609	9.64	8.737	7.996
FBgn0037543	8.796	6.579	8.162	7.993
FBgn0037543	8.545	7.333	8.597	9.279
FBgn0037544	9.683	10.733	11.468	11.76
FBgn0037547	814.582	1076.363	487.197	1456.191
FBgn0037549	15.454	14.557	15.828	13.297
FBgn0037551	64.527	57.628	56.291	65.295
FBgn0037554	3.833	4.278	5.004	3.713
FBgn0037555	9.342	11.422	9.845	10.712
FBgn0037556	5.87	7.057	7.222	6.315
FBgn0037563	0.121	0.176	0.189	0.273
FBgn0037565	6.779	6.82	5.627	8.434
FBgn0037565	8.518	5.675	6.842	6.882
FBgn0037565	5.709	6.941	6.893	8.569
FBgn0037566	18.077	16.104	20.429	15.645
FBgn0037570	0.55	0.701	0.409	0.589
FBgn0037571	0.298	0.24	0.198	0.512
FBgn0037572	0.2	0.226	0.413	0.097
FBgn0037574	5.295	6.469	5.823	6.289
FBgn0037577	11.033	0.071	0.333	0.074
FBgn0037578	5.09	4.189	5.287	5.403
FBgn0037580	40.235	56.384	55.189	28.588
FBgn0037581	0.444	1.263	0.593	0.432
FBgn0037583	6.692	7.985	7.71	7.669
FBgn0037589	0	0.255	0.087	0
FBgn0037590	0.036	0.506	0.037	0.231
FBgn0037592	28.961	24.124	31.725	26.211
FBgn0037592	31.352	26.089	33.906	27.387
FBgn0037602	21.544	27.336	16.94	24.223
FBgn0037607	518.714	490.984	563.22	836.623
FBgn0037608	15.887	15.114	13.019	10.498
FBgn0037610	20.485	11.031	12.576	11.871
FBgn0037611	4.945	7.229	7.486	8.171
FBgn0037612	27.647	15.014	26.098	13.043
FBgn0037612	38.55	24.391	20.671	35.656
FBgn0037613	13.029	18.311	18.017	19.251
FBgn0037614	9.504	7.358	7.684	8.756
FBgn0037614	8.732	7.663	7.362	9.552
FBgn0037615	9.027	11.449	13.579	12.443
FBgn0037616	4.258	15.843	2.981	2.595
FBgn0037616	15.872	3.007	4.237	2.583
FBgn0037617	2.566	2.886	2.795	4.006
FBgn0037618	0.538	0.462	0	0.476
FBgn0037620	2.62	2.559	2.461	2.8
FBgn0037621	11.647	12.891	12.109	10.329
FBgn0037622	5.465	4.677	4.185	4.416
FBgn0037623	2.692	1.844	4.052	2.843
FBgn0037626	0.217	0.422	2.131	0.405
FBgn0037633	2.361	3.506	4.052	3.579
FBgn0037634	4.53	4.351	5.467	3.259
FBgn0037635	59.059	81.147	16.638	50.749
FBgn0037635	12.994	46.845	40.077	64.423
FBgn0037636	68.237	58.625	58.341	58.064
FBgn0037636	56.535	65.74	56.058	56.19
FBgn0037638	12.471	10.66	11.984	12.459
FBgn0037643	250.356	256.055	309.419	396.505
FBgn0037643	392.279	253.391	247.571	305.782
FBgn0037643	255.909	250.239	309.242	396.279
FBgn0037643	392.501	253.534	305.956	247.686
FBgn0037644	18.201	13.174	15.15	16.109
FBgn0037646	59.728	49.697	43.753	60.998
FBgn0037652	25.842	26.494	21.186	22.123
FBgn0037652	21.403	22.164	26.144	26.585
FBgn0037654	1.737	0.374	0.726	0.396
FBgn0037654	0.432	0.633	1.841	0.407
FBgn0037655	57.763	52.347	51.917	48.368
FBgn0037655	50.336	55.615	46.564	50.052
FBgn0037655	48.876	58.326	52.806	52.485
FBgn0037655	53.044	58.943	53.315	49.384
FBgn0037657	10.282	10.797	10.261	9.196
FBgn0037659	5.906	5.228	6.353	5.189
FBgn0037660	5.923	5.41	6.5	5.384
FBgn0037661	3.551	3.344	2.232	3.017
FBgn0037664	1.009	1.2	2.346	0.648
FBgn0037664	0.984	0.758	1.586	2.516
FBgn0037665	0.193	0.239	0.348	0
FBgn0037669	10.1	8.957	9.641	4.477
FBgn0037672	0.752	0.986	0.58	1.225
FBgn0037675	0.37	0	0.111	0
FBgn0037676	0.268	0.342	0.125	0.227
FBgn0037677	0	0.227	0.275	0.413
FBgn0037678	6.509	3.283	10.659	10.919
FBgn0037679	7.838	6.228	5.087	7.747
FBgn0037680	6.417	6.492	5.593	7.974
FBgn0037683	7.869	49.336	7.348	9.511
FBgn0037684	96.835	93.814	67.425	62.887
FBgn0037684	92.781	60.242	91.186	66.072
FBgn0037685	0.215	0.334	0.559	0.537
FBgn0037688	10.75	10.506	11.952	13.631
FBgn0037690	0.42	0.172	0.533	0.34
FBgn0037697	7.906	20.115	5.387	19.585
FBgn0037697	2.933	11.153	4.45	10.577
FBgn0037698	0.215	0.732	0.444	0.477
FBgn0037698	0.48	0.738	0.211	0.437
FBgn0037700	18.26	17.968	16.851	14.363
FBgn0037702	15.331	18.315	21.554	20.598
FBgn0037702	21.6	16.068	19.328	22.699
FBgn0037703	4.431	3.474	3.527	3.878
FBgn0037707	8.021	7.474	9.372	5.676
FBgn0037708	4.183	4.127	5.73	3.838
FBgn0037709	29.152	27.522	35.461	26.614
FBgn0037712	1.205	1.389	1.372	1.097
FBgn0037712	1.36	1.204	1.36	1.123
FBgn0037713	5.768	6.14	10.055	15.789
FBgn0037713	10.003	15.973	5.658	6.132
FBgn0037715	69.64	93.588	88.259	111.708
FBgn0037715	89.052	94.428	112.711	70.222
FBgn0037716	1.932	2.963	2.903	2.41
FBgn0037718	52.615	55.693	60.357	58.032
FBgn0037719	20.9	17.574	15.913	16.409
FBgn0037720	9.002	9.323	5.13	5.821
FBgn0037720	10.177	10.365	5.653	6.464
FBgn0037720	11.984	7.393	6.901	12.46
FBgn0037723	40.086	32.4	17.777	40.901
FBgn0037726	0.032	0.269	0.415	0.275
FBgn0037727	15.794	12.053	14.222	6.182
FBgn0037728	319.034	209.33	488.911	345.175
FBgn0037731	0.035	0	0	0
FBgn0037731	0	0	0.035	0
FBgn0037734	16.986	15.145	17.217	13.967
FBgn0037736	0.264	0.404	0.524	0.33
FBgn0037737	6.427	6.092	5.24	5.802
FBgn0037739	6.963	9.318	6.533	10.179
FBgn0037742	2.123	5.033	1.01	2.835
FBgn0037744	84.703	71.362	89.605	77.713
FBgn0037746	1.035	0.638	0.671	0.655
FBgn0037747	18.064	18.134	19.306	18.851
FBgn0037749	76.913	43.165	78.287	36.051
FBgn0037750	1.495	0.719	1.287	5.54
FBgn0037750	0.755	1.33	5.689	1.548
FBgn0037751	0.918	0.97	0.366	1.072
FBgn0037753	1.373	3.771	1.343	1.12
FBgn0037754	6.961	6.153	5.459	8.557
FBgn0037755	12.889	13.862	11.969	14.326
FBgn0037756	50.545	66.78	66.273	64.75
FBgn0037757	4.485	5.16	4.889	5.202
FBgn0037758	15.005	22.552	18.982	19.847
FBgn0037759	1.268	1.242	2.972	11.874
FBgn0037762	1.838	3.442	2.723	1.55
FBgn0037766	0.158	0.25	0.397	0.319
FBgn0037770	2.828	3.16	2.322	3.053
FBgn0037773	0.923	1.067	1.204	0.982
FBgn0037773	1.305	1.397	1.221	1.311
FBgn0037773	1.308	1.218	1.394	1.302
FBgn0037778	3.42	3.744	4.06	3.771
FBgn0037779	62.438	43.574	75.052	67.566
FBgn0037780	14.262	14.935	12.276	12.783
FBgn0037781	2.958	0.491	0.305	0.217
FBgn0037786	0.213	0.353	1.019	0.028
FBgn0037788	83.389	88.257	41.722	78.6
FBgn0037792	1.665	1.752	1.212	1.544
FBgn0037796	2.138	9.283	2.937	3.277
FBgn0037796	3.252	2.122	2.936	9.246
FBgn0037801	9.77	9.831	18.61	15.081
FBgn0037802	1.893	1.493	1.867	1.937
FBgn0037807	4.108	5.774	9.543	4.699
FBgn0037810	1.18	0.982	0.909	1.362
FBgn0037814	3.797	3.375	2.905	4.792
FBgn0037817	25.077	29.911	20.191	25.377
FBgn0037822	26.518	25.114	24.583	25.355
FBgn0037826	0.761	0.158	2.578	0.28
FBgn0037831	3.074	2.214	2.43	2.137
FBgn0037831	3.073	2.158	2.219	2.453
FBgn0037832	0.181	0.262	0.329	0.084
FBgn0037834	17.277	14.385	16.387	18.943
FBgn0037835	210.094	360.209	400.701	355.367
FBgn0037836	0.12	0.32	0.193	0.192
FBgn0037837	0.249	0.187	0.12	0.257
FBgn0037841	6.275	7.189	9.772	3.809
FBgn0037843	17.787	14.294	22.319	17.014
FBgn0037843	17.785	17.067	22.505	14.368
FBgn0037844	0.335	0.824	1.076	1.045
FBgn0037846	4.838	6.045	5.844	6.716
FBgn0037848	27.3	19.635	32.39	25.29
FBgn0037852	13.192	10.533	11.649	11.276
FBgn0037853	9.168	6.666	5.619	8.864
FBgn0037856	2.573	3.026	2.148	2.475
FBgn0037860	1.748	1.677	0.732	8.065
FBgn0037870	0.217	0.224	0	1.305
FBgn0037873	175.069	154.179	201.096	157.923
FBgn0037874	1676.48	1428.079	1684.171	1598.99
FBgn0037876	4.1	3.058	3.852	4.141
FBgn0037878	9.443	9.207	9.113	11.503
FBgn0037879	1.591	0.29	0.385	0.14
FBgn0037883	23.082	16.347	16.355	16.019
FBgn0037885	10.989	11.233	11.883	8.817
FBgn0037885	8.582	7.035	9.036	9.223
FBgn0037888	1.512	0.441	0.566	0.927
FBgn0037889	0.679	1.054	0.076	3.317
FBgn0037890	106.993	58.931	167.444	153.031
FBgn0037890	104.793	66.275	96.842	36.937
FBgn0037891	124.78	140.283	126.261	154.238
FBgn0037895	11.38	11.183	10.515	9.919
FBgn0037896	0.626	0.202	0.24	0.524
FBgn0037897	5.626	4.245	4.187	4.588
FBgn0037899	201.209	167.631	258.149	247.998
FBgn0037900	7.885	10.581	9.729	9.406
FBgn0037906	109.155	74.094	67.637	45.751
FBgn0037906	46.882	107.364	71.79	70.104
FBgn0037906	117.251	78.083	75.163	51.012
FBgn0037908	0.585	0.254	0.06	0.464
FBgn0037911	3.689	3.785	3.471	6.367
FBgn0037912	216.415	208.072	198.152	221.938
FBgn0037913	362.44	351.587	270.023	300.036
FBgn0037913	512.691	342.459	302.952	484.898
FBgn0037916	0.455	0.225	0.302	0.032
FBgn0037920	2.613	2.614	2.451	2.306
FBgn0037921	1.777	1.594	1.393	1.668
FBgn0037921	3.642	4.001	3.462	3.29
FBgn0037923	1.338	1.015	0.949	1.522
FBgn0037924	2.584	2.295	2.261	3.053
FBgn0037926	9.42	14.824	8.99	11.612
FBgn0037926	8.613	9.101	14.261	10.938
FBgn0037930	40.986	65.582	47.669	54.286
FBgn0037935	4.518	11.268	10.567	4.979
FBgn0037936	38.621	34.742	21.645	27.321
FBgn0037937	2.15	2.328	0.861	1.342
FBgn0037941	0.54	0.671	0.705	0.65
FBgn0037943	10.572	9.888	13.329	11.735
FBgn0037944	4.323	3.791	3.878	4.104
FBgn0037944	3.892	4.241	4.417	3.986
FBgn0037949	4.629	4.829	3.904	4.987
FBgn0037950	0.794	1.273	0.538	0.867
FBgn0037950	0.802	0.544	1.248	0.851
FBgn0037950	0.768	0.565	0.893	1.275
FBgn0037955	101.006	84.514	88.531	83.054
FBgn0037955	81.051	76.193	74.75	91.485
FBgn0037958	2.74	3.53	2.062	2.883
FBgn0037960	4.741	4.472	4.046	3.646
FBgn0037962	0.721	0.421	6.018	1.686
FBgn0037963	2.49	1.996	1.782	2.327
FBgn0037970	3.375	3.401	2.106	8.232
FBgn0037970	3.426	3.453	8.315	2.138
FBgn0037972	0.258	0.121	0.814	0.665
FBgn0037972	0.676	0	0.799	0.361
FBgn0037974	11.699	11.878	15.996	12.909
FBgn0037978	9.186	8.397	5.836	9.377
FBgn0037978	7.98	6.899	8.062	5.057
FBgn0037979	5.316	5.373	6.024	5.679
FBgn0037986	0.424	0.033	0.23	1.492
FBgn0037988	10.899	2.036	0.9	1.154
FBgn0037989	2.591	3.064	3.874	2.948
FBgn0037989	3.697	2.792	2.516	2.86
FBgn0037989	3.678	2.881	2.519	2.804
FBgn0037992	0.163	0.237	0.22	0.122
FBgn0037992	0.124	0.193	0.099	0.128
FBgn0037993	0.434	0.085	0.313	0.259
FBgn0037996	0.46	0.364	0.091	0.424
FBgn0037998	6.334	7.265	7.079	7.739
FBgn0037998	7.835	6.404	7.354	7.208
FBgn0037999	10.975	11.66	11.724	8.957
FBgn0038002	0.282	0.242	0.328	0.136
FBgn0038006	0.278	0.054	0.086	0.251
FBgn0038009	0.517	0.644	1.176	1.214
FBgn0038012	0.662	0.05	0.32	0.362
FBgn0038014	0.311	0.552	1.663	1.455
FBgn0038016	6.542	5.437	6.322	5.68
FBgn0038018	1.203	0.625	4.272	1.234
FBgn0038020	51.379	42.415	48.308	39.025
FBgn0038028	0.476	0.361	0.326	0.175
FBgn0038029	0.302	0.503	0.282	0.25
FBgn0038032	22.227	48.619	20.598	84.451
FBgn0038032	269.966	408.774	411.045	190.294
FBgn0038033	417.984	193.367	415.577	274.438
FBgn0038037	72.763	79.79	70.213	84.979
FBgn0038038	116.865	129.28	75.089	139.556
FBgn0038039	26.626	28.556	29.821	23.93
FBgn0038045	0.99	0.606	0.496	0.662
FBgn0038046	8.835	13.174	14.573	14.658
FBgn0038049	26.234	22.261	28.198	27.179
FBgn0038052	7.323	37.626	10.41	7.836
FBgn0038054	1.195	0.808	0.72	0.74
FBgn0038056	12.728	19.17	16.438	16.336
FBgn0038057	4.424	5.562	4.171	4.32
FBgn0038063	2.305	2.478	3.72	2.752
FBgn0038063	2.58	3.289	2.443	2.071
FBgn0038063	2.032	2.569	2.422	3.189
FBgn0038063	1.822	1.469	1.599	2.271
FBgn0038065	152.635	207.445	232.741	173.724
FBgn0038068	0.323	0.162	0.333	0.069
FBgn0038069	0.169	0.033	0.357	0.245
FBgn0038072	7.738	7.325	7.12	11.146
FBgn0038073	0.352	0.306	0.314	0.021
FBgn0038073	0.31	0.344	0.318	0.021
FBgn0038073	0.322	0.298	0.342	0.021
FBgn0038073	0.344	0.333	0.02	0.298
FBgn0038073	0.335	0.325	0.021	0.301
FBgn0038074	1288.994	1014.43	1084.305	1672.243
FBgn0038076	4.17	5.398	7.702	4.144
FBgn0038078	1.102	1.609	6.771	2.355
FBgn0038079	15.04	16.094	17.261	18.743
FBgn0038080	33.556	16.525	27.154	28.151
FBgn0038082	0.211	0.099	1.078	0.102
FBgn0038087	0.082	0.071	0.246	0.04
FBgn0038090	0	0.261	0.281	0.115
FBgn0038095	0.79	1.148	1.011	1.344
FBgn0038097	3.475	1.025	0.6	1.214
FBgn0038098	1.924	1.856	2.885	1.857
FBgn0038098	1.677	3.034	1.744	1.7
FBgn0038100	31.231	23.389	43.79	24.607
FBgn0038100	30.48	36.618	48.664	30.925
FBgn0038102	1.232	1.232	0.558	0.695
FBgn0038108	4.636	5.048	4.975	4.472
FBgn0038113	1.519	1.172	0.504	0.566
FBgn0038118	1.162	0.943	1.055	0.689
FBgn0038125	0.417	0.347	1.039	0.502
FBgn0038126	23.508	0.515	0.385	0.604
FBgn0038127	9.361	2.706	0.633	0.845
FBgn0038129	59.712	53.442	50.567	44.907
FBgn0038132	0.051	0	0	0.049
FBgn0038133	0.037	0.114	0.234	0.378
FBgn0038136	0.102	17.822	0.354	0.137
FBgn0038143	9.527	8.325	10.199	6.779
FBgn0038143	6.155	7.578	8.584	9.089
FBgn0038144	0.711	1.186	1.231	0.929
FBgn0038145	229.725	211.455	188.696	243.204
FBgn0038145	184.848	239.995	224.645	206.829
FBgn0038146	3.546	6.4	4.787	5.805
FBgn0038147	154.35	167.486	84.381	164.994
FBgn0038148	5.978	7.516	7.66	5.017
FBgn0038149	79.664	111.51	92.629	108.078
FBgn0038150	0	0.25	0.498	0.274
FBgn0038151	0.147	0.171	0.227	0.055
FBgn0038153	0.035	0.199	0.436	0.168
FBgn0038156	0.414	0.284	0.534	0.375
FBgn0038156	0.273	0.36	0.397	0.53
FBgn0038157	0.217	0.464	0.338	0.599
FBgn0038158	0.745	0.348	0.362	0.3
FBgn0038159	0.041	0.308	0	0.853
FBgn0038161	0.472	0.115	0.147	0.609
FBgn0038165	0.458	0.477	0.473	0.193
FBgn0038165	0.462	0.481	0.432	0.187
FBgn0038165	0.394	0.374	0.496	0.154
FBgn0038166	41.514	41.834	28.77	34.733
FBgn0038167	7.17	8.276	7.887	6.256
FBgn0038167	8.336	8.896	6.682	7.885
FBgn0038167	8.29	6.266	7.787	7.147
FBgn0038167	8.373	7.275	7.846	6.301
FBgn0038167	6.256	7.142	7.874	8.349
FBgn0038168	11.24	12.518	10.223	10.001
FBgn0038170	6.303	5.525	6.409	7.369
FBgn0038173	1.975	1.438	8.441	5.734
FBgn0038179	13.833	15.999	11.865	25.33
FBgn0038180	1.135	0.539	1.087	1.336
FBgn0038181	65.786	65.019	88.948	66.778
FBgn0038188	0.454	0.233	0.552	0.024
FBgn0038190	0.288	0.092	0.247	0.287
FBgn0038195	60.536	65.895	63.033	64.184
FBgn0038197	39.821	24.541	34.243	29.856
FBgn0038197	27.762	38.686	44.672	33.814
FBgn0038197	43.984	27.153	33.071	37.827
FBgn0038198	55.349	47.284	63.568	75.974
FBgn0038199	0.594	0.635	0.615	3.163
FBgn0038201	1.61	2.114	0.629	2.511
FBgn0038202	0.813	0.869	0.679	0.935
FBgn0038203	0.219	0.15	0	0.218
FBgn0038206	20.067	18.849	18.07	19.823
FBgn0038209	0.909	0.09	0.279	2.871
FBgn0038210	2.947	1.428	1.457	10.957
FBgn0038218	0.367	0.133	0.414	0.757
FBgn0038223	1.65	2.18	2.495	2.102
FBgn0038224	466.858	366.724	433.656	430.271
FBgn0038224	403.887	477.174	514.444	473.148
FBgn0038233	5.172	3.819	4.377	6.342
FBgn0038233	4.843	5.707	4.653	4.06
FBgn0038235	7.904	6.641	6.097	6.603
FBgn0038237	7.715	8.038	6.142	8.624
FBgn0038238	2.239	2.591	2.256	1.456
FBgn0038240	0.347	0.084	0.392	0.358
FBgn0038241	0.351	3.967	1.636	1.408
FBgn0038242	5.245	6.713	6.971	6.872
FBgn0038243	116.673	110.82	147.745	124.635
FBgn0038244	9.146	8.911	9.629	12.136
FBgn0038244	9.973	9.192	12.595	9.429
FBgn0038251	10.895	14.021	10.148	12.723
FBgn0038252	0.164	0.457	0.051	0.783
FBgn0038256	96.101	83.76	110.783	105.416
FBgn0038256	114.463	119.498	103.749	91.646
FBgn0038257	121.774	143.255	276.409	229.674
FBgn0038261	2.451	2.509	2.306	3.004
FBgn0038262	0.429	2.831	0.436	0.486
FBgn0038266	0.388	4.331	0.424	1.038
FBgn0038268	2.279	2.642	2.973	2.449
FBgn0038271	358.724	332.672	366.073	368.543
FBgn0038273	0.201	0.675	0.107	0.235
FBgn0038274	5.832	6.718	6.017	5.069
FBgn0038275	6.115	5.707	6.59	5.693
FBgn0038277	0.738	1.763	1.932	2.164
FBgn0038282	0.303	0.301	0.064	0.347
FBgn0038290	26.667	13.677	17.231	28.857
FBgn0038291	14.284	15.212	22.16	11.442
FBgn0038292	1.416	6.748	0.713	0.914
FBgn0038294	772.564	609.728	690.535	606.811
FBgn0038294	696.012	618.555	784.927	621.024
FBgn0038294	1574.574	1440.384	1790.972	1476.429
FBgn0038294	717.513	563.064	566.914	641.529
FBgn0038294	755.629	954.091	752.769	842.295
FBgn0038294	658.651	515.368	589.836	520.501
FBgn0038294	568.661	726.415	648.16	574.263
FBgn0038294	1323.792	1452.521	1667.04	1314.242
FBgn0038294	1344.803	1225.873	1543.41	1216.865
FBgn0038294	674.745	602.96	528.642	533.873
FBgn0038295	0.337	0.506	0.399	0.219
FBgn0038295	0.199	0.489	0.357	0.379
FBgn0038296	0.773	0.544	2.982	0.642
FBgn0038299	53.597	21.637	31.355	37.545
FBgn0038300	3.375	3.248	4.779	3.918
FBgn0038303	5.441	6.229	6.352	7.871
FBgn0038304	6.409	6.024	6.123	6.014
FBgn0038306	5.758	4.849	4.214	4.252
FBgn0038307	10.17	10.623	7.522	13.404
FBgn0038307	13.731	8.048	10.568	10.916
FBgn0038309	0.882	0.937	1.188	0.687
FBgn0038311	1.15	1.725	1.143	2.329
FBgn0038315	0.597	0.601	0.786	0.565
FBgn0038316	10.494	9.804	10.873	11.814
FBgn0038318	16.173	18.888	11.489	15.407
FBgn0038319	22.892	24.406	20.197	24.973
FBgn0038320	14.463	16.371	14.456	13.766
FBgn0038324	1.63	1.702	1.859	1.794
FBgn0038325	6.027	6.844	5.474	7.534
FBgn0038326	123.235	150.342	110.418	86.139
FBgn0038327	11.546	6.487	11.754	12.179
FBgn0038327	11.216	6.367	11.461	11.702
FBgn0038331	50.937	56.61	43.165	65.979
FBgn0038332	8.787	5.837	6.845	7.676
FBgn0038334	3.847	1.256	0.554	0.656
FBgn0038337	1.218	59.18	1.138	5.075
FBgn0038341	5.962	6.472	9.766	6.197
FBgn0038342	1.99	1.273	1.284	0.913
FBgn0038343	2.805	2.085	1.678	0.962
FBgn0038344	1.986	1.469	1.855	2.094
FBgn0038348	0.095	0.443	0.214	0.283
FBgn0038350	0.189	0.399	0.022	0.326
FBgn0038353	397.582	555.911	293.788	408.409
FBgn0038358	0.309	0.387	0.212	0.066
FBgn0038359	2.395	23.22	3.015	4.171
FBgn0038360	20.733	22.337	19.03	22.698
FBgn0038361	1.014	9.255	1.392	0.521
FBgn0038365	1.424	1.401	2.066	2.069
FBgn0038369	26.206	23.44	20.534	21.677
FBgn0038369	17.27	20.328	16.503	19.178
FBgn0038371	1.105	1.419	1.483	2.425
FBgn0038376	33.161	74.699	64.233	50.404
FBgn0038381	6.447	5.882	6.927	5.989
FBgn0038387	16.654	22.381	19.413	24.35
FBgn0038388	57.095	45.431	39.267	52.148
FBgn0038389	15.423	12.725	9.496	12.819
FBgn0038389	13.354	9.519	16.264	13.526
FBgn0038394	0.735	0.693	0.335	0.243
FBgn0038395	3.513	3.175	7.127	5.125
FBgn0038397	0.486	0.316	0.464	0.08
FBgn0038398	1.963	6.782	6.705	2.084
FBgn0038400	148.151	151.051	156.158	157.388
FBgn0038401	1.8	1.993	2.04	1.211
FBgn0038404	0.33	0.077	0.542	0.24
FBgn0038405	1.057	1.355	0.378	1.269
FBgn0038407	47.642	70.034	48.153	39.378
FBgn0038412	0.848	8.637	1.504	0.63
FBgn0038416	0.191	0.128	0.503	0.518
FBgn0038419	6.972	1.179	1.478	1.343
FBgn0038419	0.831	1.323	1.307	6.573
FBgn0038423	9.96	1.023	0.743	1.77
FBgn0038424	15.764	10.544	14.025	13.648
FBgn0038425	7.153	5.747	4.695	4.895
FBgn0038425	5.577	4.88	6.816	4.719
FBgn0038426	19.145	21.468	26.603	25.712
FBgn0038427	11.34	11.326	10.31	10.451
FBgn0038427	10.035	11.38	11.297	10.119
FBgn0038428	43.299	46.475	34.118	25.527
FBgn0038429	3.116	3.156	4.09	3.243
FBgn0038429	3.921	3.242	3.049	3.138
FBgn0038432	9.206	10.067	9.583	8.36
FBgn0038435	0	0.231	0.411	0.197
FBgn0038437	8.975	8.19	11.721	12.383
FBgn0038438	34.538	29.061	37.165	34.299
FBgn0038448	0.134	0.729	0.196	0.252
FBgn0038449	186.039	18.437	70.13	55.898
FBgn0038450	347.437	35.4	18.037	170.834
FBgn0038451	0.589	0.82	0.415	0.577
FBgn0038453	18.893	21.421	18.36	21.384
FBgn0038455	24.354	19.584	14.659	16.497
FBgn0038460	9.889	7.241	10.384	12.745
FBgn0038460	8.651	14.758	10.557	11.806
FBgn0038461	11.323	7.109	17.049	14.781
FBgn0038465	276.841	236.998	275.974	275.928
FBgn0038467	29.859	15.181	46.03	29.162
FBgn0038468	0.477	0.591	0.251	0.161
FBgn0038475	16.925	11.725	9.737	8.514
FBgn0038476	8.254	6.766	9.127	6.579
FBgn0038478	3.467	5.986	6.272	4.616
FBgn0038484	10.802	5.12	3.145	1.052
FBgn0038485	0.049	0.336	0	0.361
FBgn0038486	1.019	3.623	0.447	0.424
FBgn0038487	0.562	0.936	0.739	0.075
FBgn0038488	8.44	7.251	7.526	9.231
FBgn0038488	8.111	7.088	6.651	7.559
FBgn0038490	2.885	2.807	2.718	1.341
FBgn0038491	9.942	8.526	10.583	8.132
FBgn0038491	6.033	6.984	5.64	7.174
FBgn0038498	0.397	0.071	0.242	0.381
FBgn0038504	7.593	11.547	7.421	7.404
FBgn0038504	6.95	6.335	10.114	6.568
FBgn0038508	0.383	0.837	0.68	0.06
FBgn0038510	0.037	0	0.346	0.04
FBgn0038511	0.176	0.069	0.327	0.428
FBgn0038515	23.067	20.103	23.538	21.009
FBgn0038516	76.552	39.668	81.523	58.007
FBgn0038516	96.512	68.255	90.956	46.498
FBgn0038524	12.668	14.717	16.799	14.537
FBgn0038525	0.164	0.299	0.278	0.077
FBgn0038530	15.537	2.685	44.664	3.606
FBgn0038532	4.151	3.93	3.331	5.136
FBgn0038535	41.338	35.608	36.627	32.762
FBgn0038535	36.051	41.849	37.127	33.145
FBgn0038536	10.257	9.578	9.548	10.72
FBgn0038540	0.06	0.375	0.376	0.387
FBgn0038541	0.391	0.57	0.311	0.454
FBgn0038541	0.371	0.244	0.491	0.352
FBgn0038545	4.35	4.335	4.793	3.733
FBgn0038545	4.186	3.644	4.563	4.249
FBgn0038549	1.783	1.196	1.768	1.297
FBgn0038550	0.035	0.162	0.037	0.287
FBgn0038551	8.331	5.649	8.205	8.025
FBgn0038552	34.233	37.438	26.34	30.352
FBgn0038564	1.803	2.224	2.299	2.601
FBgn0038565	6.837	0.792	1.191	1.838
